[19:58:15],[19:58:32],4096,227362,227362,5757996,0.004233,2009009.057861,bmw3_2.mtx,11288630,
[20:00:19],[20:00:35],65536,29920,29920,1031560,0.000238,284.639481,net100.mtx,2033200,
[20:02:24],[20:02:39],32768,141347,141347,3740507,0.000474,49184.071564,bmw7st_1.mtx,7339667,
[20:04:18],[20:04:30],32768,36720,36720,1306960,0.000368,293.517517,net125.mtx,2577200,
[20:06:07],[20:06:23],4096,148770,148770,5396386,0.003942,1834654.297852,bmwcra_1.mtx,10644002,
[20:08:07],[20:08:23],32768,43520,43520,1582360,0.000499,270.259827,net150.mtx,3121200,
[20:10:13],[20:10:25],32768,88343,88343,1265035,0.000370,326.711761,net4-1.mtx,2408949,
[20:12:35],[20:12:53],262144,16320,16320,480760,0.000068,281.763577,net50.mtx,945200,
[20:14:27],[20:14:38],1024,986703,986703,12437739,0.011412,4863110.871094,bone010_M.mtx,23888775,
[20:16:33],[20:16:51],131072,23120,23120,756160,0.000137,302.552635,net75.mtx,1489200,
[20:19:07],[20:19:22],512,986703,986703,36326514,0.029918,14027301.873047,bone010.mtx,71666325,
[20:21:09],[20:21:21],4096,2216688,2216688,2441238,0.002850,909493.715576,netherlands_osm.mtx,4266503,
[20:23:25],[20:23:36],65536,127224,127224,1182804,0.000162,320.277969,boneS01_M.mtx,2238384,
[20:25:30],[20:25:41],32768,127224,127224,3421188,0.000350,2050.778015,boneS01.mtx,6715152,
[20:28:54],[20:29:05],256,3542400,3542400,50194096,0.045123,20548422.746094,nlpkkt120.mtx,96845792,
[20:30:46],[20:31:04],2048,914898,914898,9702186,0.008747,3757256.613770,boneS10_M.mtx,18489474,
[20:35:39],[20:35:52],128,8345600,8345600,118931856,0.100237,48892440.203125,nlpkkt160.mtx,229518112,
[20:38:03],[20:38:22],1024,914898,914898,28191660,0.018154,10929933.122070,boneS10.mtx,55468422,
[20:47:02],[20:47:20],128,16240000,16240000,232232816,0.135992,95391089.023438,nlpkkt200.mtx,448225632,
[20:48:56],[20:49:10],16384,93279,93279,652246,0.000864,358.275696,boyd1.mtx,1211231,
[21:03:35],[21:03:53],64,27993600,27993600,401232976,0.285942,164838828.875000,nlpkkt240.mtx,774472352,
[21:05:33],[21:05:46],32768,466316,466316,890091,0.000395,331.304108,boyd2.mtx,1500397,
[21:07:31],[21:07:46],2048,1062400,1062400,14883536,0.007258,5914418.059082,nlpkkt80.mtx,28704672,
[21:09:56],[21:10:07],131072,62631,62631,366559,0.000088,354.266754,brack2.mtx,698700,
[21:11:42],[21:11:57],1024,4163763,4163763,12487976,0.015148,11469239.837891,NLR.mtx,24284175,
[21:13:40],[21:13:56],32768,10581,10581,390741,0.000494,399.390167,bundle1.mtx,770901,
[21:16:02],[21:16:21],131072,37595,37595,295076,0.000147,350.842285,c-58.mtx,552557,
[21:18:24],[21:18:39],131072,41731,41731,300537,0.000115,355.566521,c-62ghs.mtx,559343,
[21:20:40],[21:20:55],131072,41731,41731,300537,0.000115,343.964554,c-62.mtx,559343,
[21:22:46],[21:22:59],32768,51035,51035,384438,0.000403,383.792084,c-64b.mtx,717841,
[21:24:49],[21:25:07],65536,325729,325729,929849,0.000276,318.758331,NotreDame_www.mtx,929849,
[21:26:47],[21:27:00],32768,51035,51035,384438,0.000405,399.380646,c-64.mtx,717841,
[21:28:50],[21:29:06],65536,20414,20414,1679599,0.000245,193.052643,ns3Da.mtx,1679599,
[21:30:52],[21:31:08],65536,57975,57975,294955,0.000239,356.243698,c-67b.mtx,531935,
[21:33:06],[21:33:22],65536,57975,57975,294955,0.000240,342.562592,c-67.mtx,531935,
[21:35:18],[21:35:32],65536,64810,64810,315408,0.000214,327.752167,c-68.mtx,566006,
