[18:27:53],[18:28:13],262144,9506,9506,490688,0.000075,112271.775997,16098.021210,471789.020512,187572.680367,189191.038490,6.545757,nemeth20.mtx,971870,0,0,0
[18:30:02],[18:30:16],131072,25503,25503,583240,0.000104,326760.331749,40015.069839,525033.178001,231025.634804,230026.380478,2.885750,bcsstk37.mtx,1140977,244.916666667,11.6018556945,12
[18:32:04],[18:32:15],131072,9506,9506,591626,0.000086,107682.037567,16408.020134,573874.297379,225504.731331,227015.956825,2.307610,nemeth21.mtx,1173746,249.633333333,0.949853789918,9
[18:33:59],[18:34:11],65536,46772,46772,1068033,0.000181,567602.253723,91016.119217,973517.370224,420738.210587,413008.489792,4.889771,bcsstk39.mtx,2089294,246.86,2.45609446072,10
[18:36:00],[18:36:13],131072,9506,9506,684169,0.000095,114850.374908,16755.023048,664984.319031,260414.010803,261804.856285,2.609222,nemeth22.mtx,1358832,252.654545455,2.45518510184,11
[18:38:13],[18:38:27],131072,9506,9506,758158,0.000106,112685.998596,16149.020798,739255.271538,288251.684929,289493.873383,2.919395,nemeth23.mtx,1506810,250.658333333,2.25183567093,12
[18:40:02],[18:40:19],8192,1441295,1441295,1549970,0.002114,6064708.799438,17.008545,132.488770,1278498.193237,1260984.995117,880886.149170,belgium_osm.mtx,2542027,283.26,1.88778529853,15
[18:42:10],[18:42:24],131072,9506,9506,758028,0.000105,112945.438095,16092.020645,739033.894249,288217.575134,289569.340378,3.001808,nemeth24.mtx,1506550,252.666666667,2.2253588974,12
[18:44:00],[18:44:14],4096,245874,245874,6698185,0.003258,2604459.543701,370068.091797,6354415.625732,2620175.002197,2612843.767090,2678153.898682,BenElechi1.mtx,13150496,305.808333333,2.41986856852,12
[18:46:05],[18:46:19],131072,9506,9506,760632,0.000108,114007.242294,16132.020805,741399.473213,289357.901924,290506.842690,3.064522,nemeth25.mtx,1511758,252.308333333,1.84456785062,12
[18:47:56],[18:48:08],32768,60012,60012,340022,0.000358,818891.908203,17.000000,120003.231384,176759.845123,154226.005157,6.766449,blockqp1.mtx,640033,224.12,2.66112758056,10
[18:49:59],[18:50:13],131072,9506,9506,760633,0.000108,114886.399582,16192.020569,741209.827293,289340.551544,290492.249222,2.723083,nemeth26.mtx,1511760,251.5,0.738241153012,12
[18:51:46],[18:51:58],4096,227362,227362,5757996,0.002989,3165262.969727,360528.714600,5269777.019043,2358755.762207,2315214.424805,2317155.569580,bmw3_2.mtx,11288630,302.15,0.574891294072,10
[18:53:37],[18:53:49],32768,29920,29920,1031560,0.000370,341411.639404,32114.647705,962409.606384,544581.136566,415404.558563,99.519623,net100.mtx,2033200,230.59,0.543046959295,10
[18:55:27],[18:55:43],8192,141347,141347,3740507,0.001941,1910047.981567,228768.991211,3460939.405518,1521602.843628,1507897.057129,1498456.655518,bmw7st_1.mtx,7339667,302.357142857,1.38136282899,14
[18:57:19],[18:57:32],16384,36720,36720,1306960,0.000825,410824.622681,39374.630981,1226364.573303,685449.628113,573270.139832,165714.771423,net125.mtx,2577200,246.354545455,0.246294857894,11
[18:59:04],[18:59:15],4096,148770,148770,5396386,0.002692,1974814.791992,255176.149658,5117639.717285,2216900.874268,2140418.293701,2157418.826416,bmwcra_1.mtx,10644002,301.044444444,1.13833319777,9
[19:00:45],[19:00:57],8192,43520,43520,1582360,0.001481,507117.118042,46611.319946,1485245.753418,827136.948242,739405.364502,370953.696411,net150.mtx,3121200,248.24,0.402988833592,10
[19:02:50],[19:03:07],32768,88343,88343,1265035,0.000503,1224012.716949,75555.874969,974651.890350,607158.256989,549846.151550,119305.286438,net4-1.mtx,2408949,256.253333333,1.92522437365,15
[19:05:06],[19:05:19],131072,16320,16320,480760,0.000102,198422.827377,18683.026886,441422.170631,265154.913017,187544.699997,2.564232,net50.mtx,945200,216.0,68.3192106618,11
[19:07:00],[19:07:13],2048,986703,986703,12437739,0.006524,15684569.367188,1581993.015625,9698827.640137,5492025.173828,5060474.113281,5208428.657227,bone010_M.mtx,23888775,308.027272727,1.94426471687,11
[19:08:58],[19:09:12],65536,23120,23120,756160,0.000211,262085.640366,25516.028854,703510.581055,405453.260712,299066.229538,3.952240,net75.mtx,1489200,234.733333333,2.21409625406,12
[19:11:34],[19:11:53],1024,986703,986703,36326514,0.018043,13249758.008789,1698190.855469,34433099.679688,14650443.776367,14073217.644531,14741301.066406,bone010.mtx,71666325,303.411764706,2.15294117647,17
[19:13:42],[19:13:59],4096,2216688,2216688,2441238,0.003928,9527412.256348,128.060303,1066.686523,1842122.777344,1957282.162598,1769765.826660,netherlands_osm.mtx,4266503,283.48,1.80007407255,15
